;Sexe;Age_en_Classes;Age;Niv_Education;Sexe_Age;Sexe_Educ;Age_Educ;Sex_Age_Edu;Important;Relance;CulturePays
350;Homme;35_39;39;faible;H31_55;H_faible;31_55_faible;H31_55_faible;la santé.;le travail, les loisirs, la famille.;le patrimoine, les châteaux, les vieilles pierres. ne sait pas.
349;Femme;30_34;30;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;le bienêtre de soi. se sentir bien dans sa peau.;on s en occupe de plus en plus, mais on s en intéresse de moins en moins. ?
686;Homme;35_39;37;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;pouvoir s'offrir un superflu de temps en temps.;la peinture, la musique, le cinéma. la lecture.
685;Homme;55_59;59;faible;H>55;H_faible;>55_faible;H>55_faible;vivre correctement.;avoir la santé, avoir du travail.;
684;Homme;>70;77;faible;H>55;H_faible;>55_faible;H>55_faible;pouvoir vivre correctement.;aller en vacances de temps en temps. c'est tout ce qui m'intéresse.;la littérature. je ne vois pas.
484;Homme;>70;81;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;la santé.;le bonheur, pouvoir servir tout le monde.;c est la meilleure, pour moi, j ai été un peu partout, c est la meilleure.
486;Femme;40_44;41;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;santé.;enfants. que mon mari reste jusqu'à la fin à son travail.;les français ne sont pas si bêtes que ça quand même...
492;Femme;40_44;41;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la santé.;la famille, le travail.;je ne m intéresse pas aux chansons etc., je préfère la littérature.
318;Homme;40_44;41;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;la famille.;sécurité d'emploi, santé, promotion dans son travail.;importante, rayonnante, voire francophone, appelée à se développer.
323;Femme;50_54;51;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la famille.;l'argent, la santé, le travail, les loisirs.;pas très intéressée, car je n ai pas le temps de lire.
218;Homme;35_39;37;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;c'est être amoureux.;y'en a pas d'autre.;je pense à Malraux, et c est plutôt bien. ça me suffit.
215;Femme;65_70;68;faible;F>55;F_faible;>55_faible;F>55_faible;c'est la famille, l'entente dans la famille.;la santé, ne sait pas.;je ne lis pas tellement, j ai pas le temps, il y a des choses qui me dégoûtent à la télévision. c est tout je ne sais pas.
873;Femme;30_34;30;faible;F<=30;F_faible;<=30_faible;F<=30_faible;les enfants.;la santé.;
872;Femme;20_24;22;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;l'amour.;les enfants.;le patrimoine français.
871;Femme;35_39;36;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;mon mari.;ma famille.;
818;Homme;30_34;32;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;l'argent.;la santé, la culture.;dégradée, avoir plus de temps à se cultiver.
870;Femme;65_70;65;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;le bonheur.;ne fait pas trop de progrès.
869;Homme;>70;77;faible;H>55;H_faible;>55_faible;H>55_faible;la santé.;les enfants.;il y a trop de mélange de cultures.
354;Homme;55_59;56;moyen;H>55;H_moyen;>55_moyen;H>55_moyen;vivre en sécurité.;pouvoir manger à ma faim, que les gens arrivent à payer leurs affaires, diminution des impôts, respect de la sécurité sociale, que les retraites soient convenables pour vivre correctement modestement.;une bien belle chose, façon de vivre, façon intellectuelle, scolarité, respect d autrui, la médecine.
355;Homme;25_29;27;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;vivre heureux.;être bien dans sa peau, rendre les gens heureux autour de nous, que le monde cesse d'être sous tension, le bonheur et la santé pour tous, avoir le sourire malgré ce qui arrive dans la vie de tous les jours.;c est plat, il y a beaucoup d efforts à faire, je ne m y intéresse pas.
356;Homme;20_24;22;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;bien vivre sa vie.;le bonheur, l'argent, se sentir bien, du temps libre, un bon cadre de vie, avoir un travail où l'on est bien, les amis, la famille.;littérature, la bonne bouffe, la langue (le français).
357;Femme;30_34;32;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;se maintenir.;le cadre de vie à l'intérieur du logement, du boulot, c'est vraiment tout.;elle se laisse un peu aller, elle tombe dans la facilité, quand quelqu un a une idée originale il n a pas les moyens de la développer. ils ont peu de moyens et de possibilités déjà au niveau scolaire... au niveau communal aussi c est restreint, il faudrait organiser une espèce d atelier théâtral, développer les salles d art.
358;Homme;50_54;52;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;la santé.;le travail, l'argent, le bonheur, mener une vie sans histoire, faire ce que l'on a envie de faire, jouer aux boules, aller dans le bon sens pour la classe ouvrière.;c est un pays qui a une culture enviée par tout le monde, il y a énormément de capacité dans notre pays, il faut les exploiter, on n est pas en retard, beaucoup d hommes de lettres et de scientifiques, ils ont l air de vouloir s en occuper surtout pour la musique, ceux qui veulent faire carrière dans les arts.
363;Femme;25_29;29;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;son équilibre personnel.;la santé, l'entente avec son partenaire, le travail qui fait partie de l'équilibre, des enfants, des loisirs, avoir de la liberté, de l'argent pour pouvoir profiter de ses libertés, la vie de famille.;les hommes littéraires, la mort d Anouilh, Beaubourg, les grands écrivains tels que Molière, les grands musiciens.
362;Femme;55_59;56;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;que les enfants aient du travail, avoir une maison, l'argent, vivre plus aisément, que mes enfants aient la santé, avoir des petitsenfants.;je n en ai aucune idée.
361;Femme;>70;79;faible;F>55;F_faible;>55_faible;F>55_faible;que tout le monde ait du travail.;qu'il n'y ait pas de maladie, de s'aider les uns et les autres, que mes enfants travaillent, qu'ils aient de quoi vivre décemment, que les gens sachent rendre service.;c est pas trop mal, on dit, on promet, mais jamais ça ne réussit.
360;Femme;18_19;18;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;avoir une famille.;un travail, avoir des enfants, un mari, de l'activité.;ça ne m intéresse pas, n en ai aucune idée,
359;Homme;20_24;20;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;vivre selon son idéologie.;être installé au soleil sans travailler, lézarder, avoir des petites amies, la musique, m'amuser, ma philosophie, l'anarchie d'après Proudhon, être mon propre patron, n'avoir personne sur le dos, qu'on ne me fasse pas la morale, voyager, discuter avec des gens cools.;ça n existe pas, il n y a aucune culture qui existe, il n y a que celle de l être humain, parce que ça pourrit tous les cerveaux. ça engendre une fatale connerie il nous faut croire aux différentes cultures mais il n y en a pas, il y a plutôt un mec qui se taille une morale à lui pour avoir un sens à sa vie.
697;Homme;25_29;29;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;réaliser ce qu'on s'était donné comme objectifs.;la réussite sociale, la réussite sentimentale, la santé, les voyages, vivre dans un pays qui permet de vivre libre (régime politique), les enfants, les relations, trouver un sens à la vie : avoir des repères....;multidisciplinaire, qui existe depuis la nuit des temps et qui est toujours dans pas mal de domaines en avance, notamment dans le domaine littéraire, philosophique, architecture. par contre dans un domaine comme la musique, un certain retard. la France est toujours terre des arts et de la culture mais, pour combien de temps ?
369;Homme;35_39;38;faible;H31_55;H_faible;31_55_faible;H31_55_faible;vivre.;travail, santé.;coutumes. on recule dans la préservation du patrimoine.
368;Femme;35_39;35;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;être heureux.;accomplir les tâches que l'on s'est soimême données, aider les autres, participer à la vie de la communauté.;littérature, ouverture d esprit et en même temps égocentrisme. chauvinisme.
367;Femme;20_24;23;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;vivre bien en sécurité, côté argent et côté logement.;vie intéressante (centre d'intérêts).;le théâtre, la littérature.
366;Femme;25_29;27;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;réussite familiale.;réussite professionnelle, avoir des amis sympathiques.;langue, les auteurs, les façons de vivre, tout ce qui est artistique, art culinaire.
365;Homme;55_59;55;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;réussite familiale.;réussite personnelle, découverte des autres.;sauvegarde du patrimoine littéraire, musical. sauvegarde des racines de notre culture.
670;Homme;45_49;45;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;la vie (vivre bien).;;je pense que c est intéressant, il faut la préserver, mais je n y suis pas attachée.
669;Homme;18_19;19;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;la passion.;garantir sa liberté et celle de ses proches, arriver à se détacher du monde qui nous entoure tout en essayant de rester proche de la réalité.;ne sait pas.
668;Femme;35_39;35;faible;F31_55;F_faible;31_55_faible;F31_55_faible;ma famille.;la réussite dans la vie, avoir un emploi, essayer d'avoir quelque chose pour léguer aux enfants.;la culture française, il y a beaucoup à dire, on copie sur tous les étrangers, la France. ils leurs faudrait un peu d idées.
667;Femme;20_24;21;superieur;F<=30;F_superieur;<=30_superieur;F<=30_superieur;l'amour.;être bien dans sa peau avoir un peu d'argent.;rien.
666;Femme;25_29;28;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la santé.;les enfants, l'argent.;je ne sais pas.
665;Homme;45_49;47;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;l'amour.;la justice, le plaisir.;la littérature. plouf aussi les grands sont dépassés aussi.
664;Femme;35_39;38;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;le bonheur.;la santé, l'équilibre, la sécurité.;elle n est pas si mauvaise après ça, mais comment ils s instruisent en ce moment, ce n est pas terrible.
663;Femme;25_29;26;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;la vie en famille.;être bien dans peau dans la vie.;je pense que les gens n ont pas beaucoup de culture et qu on ne fait pas beaucoup pour qu ils en aient plus.
564;Femme;65_70;65;faible;F>55;F_faible;>55_faible;F>55_faible;la santé.;le moral, je n'espère rien.;
560;Femme;55_59;55;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la retraite.;la santé, rien d'autre.;elle en prend un sacré coup avec la télévision pour ce qu ils nous servent, on devrait apprendre aux enfants le respect des humains, plus ça va moins ils apprennent à l école, les enfants sont illettrés.
386;Homme;55_59;55;faible;H31_55;H_faible;31_55_faible;H31_55_faible;la santé.;le travail.;empoisonnement chimique, traitements d où s écoulent toutes les maladies.
385;Femme;30_34;34;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;le travail.;la santé, les accidents de la route et du travail.;pas grand chose, aucune idée.
384;Femme;30_34;33;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;les enfants.;le travail, la santé.;champs, pollution.
242;Homme;20_24;22;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;le bonheur.;santé, la richesse.;historique, écrivains, les peintres.
127;Femme;>70;89;faible;F>55;F_faible;>55_faible;F>55_faible;c'est la santé.;mes enfants en bonne santé aussi, avoir suffisamment pour pouvoir vivre.;ils sont dans de mauvais draps pour l instant. les vignes on les a détruites, les gens ne veulent pas s en occuper la machine ça tue tout.
129;Femme;30_34;32;moyen;F31_55;F_moyen;31_55_moyen;F31_55_moyen;la sincérité.;l'amitié, les parents, les animaux, la tendresse, tout ce qui est relation humaine.;c est bien, pour moi c est très important, c est même indispensable, pour les autres et pour soimême de toute façon.
128;Femme;55_59;59;faible;F>55;F_faible;>55_faible;F>55_faible;d'être avec sa famille et de pouvoir en profiter.;la santé, les loisirs.;qu elle est assez bonne. c est tout.
126;Homme;45_49;45;moyen;H31_55;H_moyen;31_55_moyen;H31_55_moyen;de se sentir bien dans sa peau.;avoir la santé, avoir du travail, être équilibré et tout le reste doit venir, et un peu de chance en plus peutêtre.;pas grand chose pourtant... préserver un acquis culturel ça veut dire communication tout dépend s il s agit de la culture du langage ou des monuments.
141;Femme;55_59;59;superieur;F>55;F_superieur;>55_superieur;F>55_superieur;d'être en accord avec ce que je pense, mes idées.;vivre dans une ambiance de bonne entente, ce qui est important ma familles les enfants, petitsenfants ce qui est mon entourage familial et voisinage.;c est ce qu il reste quand on a tout oublié, c est un ensemble, les connaissances en littérature, en connaissant certains écrivains de livres, lire beaucoup, continuer à s intéresser à tout, se cultiver.
142;Femme;20_24;23;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;avoir une bonne ambiance de mon couple.;vivre bien, arriver à concilier l'habillement, le logement, ce serait parfait.;c est enrichissant, la culture française c est vaste, toutes les informations, le théâtre, les livres, les reportages, les expositions.
140;Homme;25_29;29;superieur;H<=30;H_superieur;<=30_superieur;H<=30_superieur;le bonheur des enfants, la famille.;ma réussite professionnelle et à donner aux enfants ce qu'il faut pour qu'ils aient un bon départ dans la vie. arriver à accéder à acheter une maison c'est un but que l'on s'est donné.;la littérature, l architecture et la peinture, l histoire de France.
812;Femme;40_44;41;faible;F31_55;F_faible;31_55_faible;F31_55_faible;la famille.;être bien dans sa peau, avoir des enfants qui réussissent leurs études, une bonne entente familiale, avoir un peu plus d'argent pour gâter tout le monde.;elle est actuellement très mauvaise au point de vue connaissance et langage.
813;Femme;45_49;49;superieur;F31_55;F_superieur;31_55_superieur;F31_55_superieur;la réussite de sa vie familiale.;réussite professionnelle, profiter des loisirs, s'occuper des autres se rendre utile.;elle s effiloche et s ébrèche à cause du manque d ambition des gens et du manque de vie familiale. la vie moderne coure plus vite que le cerveau, la pression de l environnement qui fait que les gens ne lisent plus, donc tout est succinct, rien en profondeur tout est superficiel.
809;Homme;40_44;42;superieur;H31_55;H_superieur;31_55_superieur;H31_55_superieur;le respect de (soimême et des autres) et la liberté de penser et de dire ce qu'on veut.;la beauté, l'art, l'amitié, s'entendre avec un autre être de sexe différent, aider ses enfants à devenir des adultes.;littérature, théâtre, roman, architecture, musique, la langue. c est aussi le goût, haute couture, gastronomie, philosophie, sciences humaines.
810;Homme;18_19;19;moyen;H<=30;H_moyen;<=30_moyen;H<=30_moyen;vivre en étant heureux.;avoir des contacts avec les gens, sortir pour se divertir, travailler en aimant son travail.;je désirerais élever mes enfants dans la meilleure culture des traditions françaises comme j ai été élevé moi-même et c est tout.
811;Femme;25_29;29;moyen;F<=30;F_moyen;<=30_moyen;F<=30_moyen;le bonheur par ma vie familiale et surtout ma fille.;sécurité d'esprit, la paix (corporelle et spirituelle), la foi, la famille.;la cuisine, l art, (Molière) etc., la langue Denise Grey, la mode.
